Task ID,Created At,Completed At,Last Modified,Name,Assignee,Start Date,Due Date,Tags,Notes,Projects,Parent Task,Task Type,Resolution
476972155445107,2017-11-12,2017-11-12,2017-11-12,Why are some documents excluded from deliverables,Sophie,,,High Priority,"Deliverables missing documents listed in Documentation Responsibilities spreadsheet. If this is because they aren't required, I can see that point of view. However, ""The following documents will be presented to the client:"" should include things like QA report, ezEmployee report, etc., no?
QA Report also missing from Schedule Summary (seems weird that above docs aren't in deliverables but are in schedule?)",SPMP,,Feedback,Completed
476972155445104,2017-11-12,2017-11-13,2017-11-13,Introduction Suggestions,Sophie,,,Medium Priority,"'-Why is the problem with existing implementation (have to manually set feedback) mentioned in scope and not 1.0
-Don't need to mention Harold in 1.0 and 1.2
-Image of existing MLS interface makes more sense in 1.0 than 1.2
-*WHY DOES 1.2 exist at all? Only things unique to 1.2: problem with existing implementation (should be in 1.0 regardless) and 2 sentences describing what ezMarker does (file upload and manual entry). Recommend folding the 3 things just mentioned in 1.0",SPMP,,Feedback,Completed
476972155445101,2017-11-12,2017-11-13,2017-11-13,Problems with ToC and Headings,Sophie,,,High Priority,Should be obvious,SPMP,,Feedback,Completed
476973507231530,2017-11-12,2017-11-12,2017-11-12,5.2 Grammar / Voice based changes,Sophie,,,,"    ""If issue regards code: add an entry to QA document indication what actions caused said issue, and the involved parties.""
""indication"" should be ""indicating"" based off present voice


",SPMP,,,
476972116493934,2017-11-12,2017-11-12,2017-11-12,1.5. Schedule Summary: Link to later section does not work,Sophie,,,,"""Refer to Section 6.1 of the SPMP for a detailed schedule of the project timeline.""

Underlined line is linked, but does nto go anywhere.",SPMP,,,
476969134822860,2017-11-12,2017-11-12,2017-11-12,4.3 Grammer/Voice Based Changes,Sophie,,,,"""back-end Members""
Should be ""Back-end Members"" to keep consistent with other titles

    ""Keep QA log on tested software
Should be ""Keep logs on tested software"" since bullet point already under the QA role, might be redundant putting QA again.

 



",SPMP,,,
476956678582766,2017-11-12,2017-11-12,2017-11-12,1.0 Overview: Grammar/Voice based changes,Sophie,,,,"""The current feedback system on MLS becomes tedious and is time consuming when giving feedback for large classes. ezMarker cuts down time by allowing bulk grade and feedback upload with the use of the Brightspace API.""

""upload"" should be ""uploading"" based off active voice definition.
""becomes"" should be ""is' based off present active voice definition.

""Although designed to reduce time spend grading programming assignments, uploading feedback from the Autograder still takes considerable amounts of time using the conventional MLS feedback system.""

""spend"" should be ""spent"" grammar",SPMP,,,
456040108745322,2017-10-17,2017-10-17,2017-10-21,"section 3: definition for SPMP is in a different format than rest, period needed at end as well",Lucas Boulanger,,,Low Priority,,SPMP,,Task,Completed
454880015474298,2017-10-17,2017-10-17,2017-10-21,Add periods to the end of list items,Lucas Boulanger,,,Low Priority,"periods at end of list items (up for discussion, but many lists are structured as sentences and should have periods)
specifically sections: 1.3, 1.4, 4.3, 5.1.3, 5.2.1, 5.2.4, 5.4, 6.1, 7.1, 7.4
and any other I guess

",SPMP,,Feedback,Completed
451406064273011,2017-10-11,2017-10-21,2017-10-21,Merge changes made in feat/test-feature branch,Lucas Boulanger,,,Medium Priority,,SPMP,,Feedback,Completed
446865901199941,2017-10-05,2017-10-12,2017-10-12,All external links should open in a new tab,Sumeet Jhand,,,Low Priority,,SPMP,,Feedback,
446865901199934,2017-10-05,2017-10-12,2017-10-12,1.4.1 Should be a list of the projects,Sophie,,,Medium Priority,"""ezMarker Python version
ezMarker PHP version
Brightspace API Python Wrapper""",SPMP,,Feedback,Completed
446868326962038,2017-10-05,2017-10-12,2017-10-12,Flask should be a list item in 6.3,Sumeet Jhand,,,Low Priority,,SPMP,,Feedback,Completed
444307163949592,2017-10-03,2017-10-21,2017-10-21,Need to mention Autograder driving force behind project,Lucas Boulanger,,,Medium Priority,According to Brown,SPMP,,Feedback,Completed
442318106488594,2017-10-02,2017-10-12,2017-10-12,Links outside of the Definitions section should not be external,Sophie,,,Low Priority,"Should instead link to Definitions section, which has external links. Otherwise what is the point of the Definition section",SPMP,,Feedback,Completed
442198593333298,2017-10-01,2017-10-01,2017-10-05,"In 5.3 the last part of the sentence ""Integration between frontend and backend may not work as expected and will be met with a meeting both teams"" is missing a word and doesn't make sense.",Jaenuz Gorospe,,,Low Priority,,SPMP,,Feedback,Completed
442193693614090,2017-10-01,2017-10-01,2017-10-01,Add brief summary of changes to Revision History,Troy Nechanicky,,,Low Priority,"ex ""updated based on feedback... added info about new wrapper and php project...""",SPMP,,Feedback,Completed
442188983441489,2017-10-01,2017-10-12,2017-10-12,No mention of 2 Wrappers or 2 Versions,Sophie,,,High Priority,,SPMP,,Feedback,Completed
442188983441484,2017-10-01,2017-10-01,2017-10-01,5.2 Table of Contents remove,Troy Nechanicky,,,Medium Priority,Section was deleted,SPMP,,Feedback,Completed
442147189273551,2017-09-30,2017-10-01,2017-10-01,"Remove 7.1,7.6 or add content",Sophie,,2017-09-30,High Priority,,SPMP,,Feedback,Completed
442147189273549,2017-09-30,2017-10-01,2017-10-01,Remove 5.2 or add content,Sarah Johnston,,2017-09-30,High Priority,,SPMP,,Feedback,Completed
442147189273546,2017-09-30,2017-10-01,2017-10-12,Changes to 1.2,Troy Nechanicky,,,Medium Priority,"Suggest add ""-Budget of $0"" to Constraints, make only Assumption ""Autograder outputting correct file"" (current assumptions are just what software we will use, already covered in other sections and doesn't really fit the Assumptions purpose).",SPMP,,Feedback,Completed
439953763795877,2017-09-27,2017-10-12,2017-10-12,Need to mention building on existing project,Sophie,,,High Priority,,SPMP,,Feedback,Completed
439953763795874,2017-09-27,2017-09-30,2017-09-30,Ensure project is referred to as ezMarker and not ezGrader,Troy Nechanicky,,2017-09-29,High Priority,mistake appears at least in section 1,SPMP,,Feedback,Completed
439953763795869,2017-09-27,2017-09-29,2017-10-12,Update project timeline,Sophie,,,Low Priority,,SPMP,,Feedback,
439953763795865,2017-09-27,2017-09-30,2017-09-30,Reword last 2 sentences of 5.4,Marko Mihailovic,,2017-09-29,Low Priority,Sentences are not good grammar,SPMP,,Feedback,Completed
439953763795862,2017-09-27,2017-09-29,2017-09-29,"Number headings in 1.3, 1.4",Jose Romero,,2017-09-29,Medium Priority,"Confusing how 1.3, 1.4 subsections sections are just bolded headings and not numbered, even when there are a lot of them",SPMP,,Feedback,Completed
440000684885158,2017-09-27,2017-09-29,2017-09-29,"Mention in 6.2 Flask, Apache, any other tech that will be used",Sophie,,2017-09-29,High Priority,,SPMP,,Feedback,Completed
439953763795847,2017-09-27,2017-09-30,2017-09-30,Remove authors from top of doc.,Troy Nechanicky,,2017-09-29,Medium Priority,"Authors covered in Revision History section. Also, make sure author section in Revision History is correct",SPMP,,Feedback,Completed
439953763795835,2017-09-27,2017-09-30,2017-09-30,Make reference hyperlinks to definition where applicable,Troy Nechanicky,,2017-09-29,Medium Priority,"Add links where D2L, Brightspace API, etc. are mentioned in doc to Definition section in doc",SPMP,,Feedback,Completed
439953763795838,2017-09-27,2017-09-29,2017-09-29,1-3,,,,,,,Make reference hyperlinks to definition where applicable,,
439953763795839,2017-09-27,2017-09-29,2017-09-29,4-5,,,,,,,Make reference hyperlinks to definition where applicable,,
439953763795840,2017-09-27,2017-09-29,2017-09-29,6-7,,,,,,,Make reference hyperlinks to definition where applicable,,
439953763795824,2017-09-27,2017-10-01,2017-10-01,1.2 Add more detail,Troy Nechanicky,,2017-09-29,High Priority,"Section too short, add in depth process of inputting grades (i.e. display the problem we are trying to solve)

Will include making the target audience clear in 1.2 & 1.0.

Also see Slack convo that is relevant:
""Troy Nechanicky [6:40 PM] 
Req. introduction says ""conventional feedback uploading techniques such as... through a Dropbox interface"". Accurate? Could be better worded to expose problem with interface? (I'm already going to add that you have to manually enter grades for sometimes 200 students)


Harold [7:01 PM] 
Wording could use some help. If you check my report from last winter I go into the manual methods a bit""",SPMP,,Feedback,Completed
439953763795812,2017-09-27,2017-09-30,2017-10-21,Use present tense and active voice,Troy Nechanicky,,2017-09-29,High Priority,,SPMP,,Feedback,Completed
439953763795842,2017-09-27,2017-09-29,2017-09-29,1-3,Jose Romero,,,,,,Use present tense and active voice,,
439953763795843,2017-09-27,2017-09-29,2017-09-29,4-5,Marko Mihailovic,,,,,,Use present tense and active voice,,
439953763795844,2017-09-27,2017-09-29,2017-09-29,6-7,Sophie,,,,,,Use present tense and active voice,,
439953763795808,2017-09-27,2017-09-29,2017-09-29,"1.1 Remove ""etc.""",Jose Romero,,2017-09-29,Medium Priority,,SPMP,,Feedback,Completed
