Task ID,Created At,Completed At,Last Modified,Name,Assignee,Start Date,Due Date,Tags,Notes,Projects,Parent Task,Task Type,Resolution
440014445144854,2017-09-27,2017-10-21,2017-10-21,Need to mention building on existing project,Lucas Boulanger,,,Medium Priority,Open to discussion on this,Requirements Doc,,Feedback,Completed
440014445144847,2017-09-27,2017-09-30,2017-09-30,Ensure project is referred to as ezMarker and not ezGrader,Tyler Gwynn,,,High Priority,,Requirements Doc,,Feedback,Completed
439953763795853,2017-09-27,2017-09-30,2017-09-30,"Mention somewhere in section 2 Flask, Apache, any other tech that will be used",Troy Nechanicky,,,High Priority,,Requirements Doc,,Feedback,Completed
439953763795851,2017-09-27,2017-09-30,2017-09-30,Remove Documentation and Landing page images from Appendix,Troy Nechanicky,,,High Priority,These pages aren't described anywhere else in doc and to me these seem like pages that will be removed when we release,Requirements Doc,,Feedback,Completed
440000684885143,2017-09-27,2017-09-30,2017-09-30,Use present tense and active voice,Tyler Gwynn,,,High Priority,,Requirements Doc,,Feedback,Completed
439959655335508,2017-09-27,,2017-09-27,Section 1,,,,,,,Use present tense and active voice,,
439959655335510,2017-09-27,,2017-09-27,Section 2,,,,,,,Use present tense and active voice,,
439959655335512,2017-09-27,,2017-09-27,Section 3,,,,,,,Use present tense and active voice,,
440000684885116,2017-09-27,2017-09-30,2017-09-30,Make reference hyperlinks to definition where applicable,Tyler Gwynn,,,Medium Priority,"D2L, Brightspace API, etc.",Requirements Doc,,Feedback,Completed
439959655335498,2017-09-27,,2017-09-27,Section 1,,,,,,,Make reference hyperlinks to definition where applicable,,
439959655335500,2017-09-27,,2017-09-27,Section 2,,,,,,,Make reference hyperlinks to definition where applicable,,
439959655335502,2017-09-27,,2017-09-27,Section 3,,,,,,,Make reference hyperlinks to definition where applicable,,
